YEAR,ROUND,CONF_1,TEAM_1,SEED_1,SEED_2,CONF_2,TEAM_2,SCORE_diff,K TEMPO_diff,KADJ T_diff,K OFF_diff,KADJ O_diff,K DEF_diff,KADJ D_diff,KADJ EM_diff,BADJ EM_diff,BADJ O_diff,BADJ D_diff,BARTHAG_diff,GAMES_diff,W_diff,L_diff,WIN%_diff,EFG%_diff,EFG%D_diff,FTR_diff,FTRD_diff,TOV%_diff,TOV%D_diff,OREB%_diff,DREB%_diff,OP OREB%_diff,OP DREB%_diff,RAW T_diff,2PT%_diff,2PT%D_diff,3PT%_diff,3PT%D_diff,BLK%_diff,BLKED%_diff,AST%_diff,OP AST%_diff,2PTR_diff,3PTR_diff,2PTRD_diff,3PTRD_diff,BADJ T_diff,AVG HGT_diff,EFF HGT_diff,EXP_diff,TALENT_diff,FT%_diff,OP FT%_diff,PPPO_diff,PPPD_diff,ELITE SOS_diff,WAB_diff,POWER RATING_diff,POWER_diff,PATH_diff,DRAW_diff,WINS_diff,POOL VALUE_diff,POWER-PATH_diff,NET RPI_diff,RESUME_diff,ELO_diff,B POWER_diff,Q1 W_diff,Q2 W_diff,Q1 PLUS Q2 W_diff,Q3 Q4 L_diff,PLUS 500_diff,R SCORE_diff,DUNKS FG%_diff,DUNKS SHARE_diff,DUNKS FG%D_diff,DUNKS D SHARE_diff,CLOSE TWOS FG%_diff,CLOSE TWOS SHARE_diff,CLOSE TWOS FG%D_diff,CLOSE TWOS D SHARE_diff,FARTHER TWOS FG%_diff,FARTHER TWOS SHARE_diff,FARTHER TWOS FG%D_diff,FARTHER TWOS D SHARE_diff,THREES FG%_diff,THREES SHARE_diff,THREES FG%D_diff,THREES D SHARE_diff,target
2022,64,WCC,Gonzaga,1.0,64.0,SB,Georgia St.,21.0,6.013,5.369,19.21,20.273,-9.23,-10.852,31.124,31.0,20.1,-10.9,0.433,4.0,11.0,-7.0,29.655,14.3,-6.5,-0.5,-10.6,-1.0,-5.7,-3.8,7.7,-7.7,3.8,6.0,17.8,-3.8,5.6,-7.2,0.9,-2.3,2.5,-16.1,1.5,-1.5,4.2,-4.2,5.6,2.865,2.468,-0.603,58.966,1.5,-0.5,0.197,-0.093,12.764,11.9,23.0,37.1,-23.2,0.36,2.0,74.4,60.3,-158.0,-181.0,-92.0,-142.0,10.0,2.0,12.0,-8.0,18.0,100.0,18.3,6.7,0.7,-0.7,18.6,11.3,-3.8,-1.0,8.5,-10.3,-3.3,5.1,4.6,-1.0,-7.0,-4.2,1.0
2022,64,MWC,Boise St.,32.0,33.0,Amer,Memphis,-11.0,-6.519,-5.681,-2.047,-1.925,-3.345,-2.117,0.192,-2.2,-3.5,-1.3,-0.024,2.0,5.0,-3.0,11.046,-1.5,1.7,-3.2,-7.1,-4.4,-0.8,-6.9,9.1,-9.1,6.9,-6.5,-0.9,2.7,-1.8,0.3,-7.0,-0.2,-12.8,-13.7,-7.8,7.8,9.6,-9.6,-5.8,0.676,-0.859,0.677,-47.956,-4.2,2.1,-0.018,-0.029,-4.507,2.1,-2.4,-8.8,6.5,-2.44,-1.0,-11.6,-15.3,-4.0,-12.0,-17.0,13.7,1.0,4.0,5.0,-1.0,8.0,2.6,2.0,-7.6,7.5,-2.2,1.0,-6.2,7.7,-3.4,-2.8,-1.9,2.4,13.3,-1.5,8.2,0.6,-9.9,0.0
2022,64,BE,Connecticut,17.0,48.0,WAC,New Mexico St.,-7.0,-0.849,-1.289,4.686,6.119,-0.644,-3.106,9.225,9.2,6.5,-2.7,0.153,3.0,0.0,3.0,-7.435,-2.6,0.2,-4.8,4.1,-3.3,1.1,4.7,-1.3,1.3,-4.7,-0.9,-6.3,-3.0,2.3,4.5,3.8,2.0,-1.4,-4.0,6.9,-6.9,10.0,-10.0,-1.1,0.102,0.639,-0.252,38.115,5.5,-6.2,0.049,-0.005,12.29,2.5,8.7,11.4,-4.0,-0.11,-1.0,10.3,15.4,-62.0,-57.0,-6.0,-78.0,3.0,4.0,7.0,-4.0,-3.0,98.5,-8.9,0.1,-0.6,1.1,-6.8,1.3,-1.0,8.5,-1.6,5.3,-7.3,1.2,1.8,-6.6,5.5,-9.8,0.0
2022,64,SEC,Arkansas,16.0,49.0,AE,Vermont,4.0,6.866,5.637,-8.449,0.297,1.485,-5.657,5.954,6.2,0.8,-5.4,0.102,1.0,-2.0,3.0,-8.617,-8.1,-0.2,11.3,9.7,2.5,3.5,6.9,-7.2,7.2,-6.9,6.9,-8.0,1.2,-6.1,-1.6,4.9,-0.2,-2.0,10.9,8.8,-8.8,-1.6,1.6,5.8,0.413,1.088,-0.515,42.615,0.6,4.8,-0.083,0.017,18.813,5.3,6.5,12.0,-3.8,-1.69,3.0,13.8,15.8,-32.0,-120.0,-19.0,-41.3,7.0,4.0,11.0,-2.0,-5.0,99.2,-6.1,5.1,0.6,3.6,-5.3,-0.3,6.6,-0.2,-7.0,9.2,-4.5,-0.9,-6.4,-8.9,-1.9,1.2,1.0
2022,64,SEC,Alabama,24.0,41.0,ACC,Notre Dame,-14.0,7.412,5.985,0.759,4.101,3.442,0.373,3.729,3.0,4.0,1.0,0.036,1.0,-2.0,3.0,-8.367,-2.5,0.3,5.9,12.3,4.3,2.7,13.4,-6.7,6.7,-13.4,7.4,4.3,-0.6,-7.0,1.4,7.1,2.4,-2.5,2.1,-4.9,4.9,-0.6,0.6,6.2,-0.958,-0.452,-0.747,-10.048,-2.9,1.9,0.004,0.032,7.243,0.2,3.6,11.4,-6.1,0.92,-1.0,15.9,17.5,-23.0,-58.0,17.0,-29.3,6.0,3.0,9.0,1.0,-5.0,58.1,2.6,5.1,-4.8,2.1,5.0,1.7,-1.0,5.3,-5.5,-7.1,-3.7,-5.8,-7.0,5.2,1.8,0.5,0.0
2022,64,B12,Texas Tech,9.0,56.0,BSky,Montana St.,35.0,-1.466,-0.839,-3.269,5.17,-10.03,-15.664,20.832,21.4,6.1,-15.3,0.381,2.0,0.0,2.0,-4.596,-1.7,-3.1,-4.4,-4.1,1.8,5.3,6.6,-2.8,2.8,-6.6,-1.2,1.9,-3.9,-5.8,-1.5,1.5,-0.9,5.0,15.0,1.6,-1.6,-9.7,9.7,-0.6,1.568,-0.075,0.495,14.674,-4.9,-7.5,-0.033,-0.106,27.812,9.3,14.4,25.7,-12.0,0.49,2.0,34.1,37.7,-111.0,-157.0,-49.0,-130.7,8.0,7.0,15.0,-5.0,-2.0,99.8,2.0,1.5,-0.7,0.7,5.2,2.6,-4.4,-9.0,-4.0,-0.3,-1.8,-0.6,-4.9,-2.1,-2.1,9.5,1.0
2022,64,B10,Michigan St.,25.0,40.0,A10,Davidson,1.0,2.353,2.885,-7.314,-5.506,0.972,-5.575,0.069,1.2,-4.8,-6.0,0.03,2.0,-4.0,6.0,-16.544,-3.6,-1.9,-2.5,0.3,4.4,-1.6,7.1,-4.8,4.8,-7.1,2.4,-4.5,-0.5,-0.6,-2.6,5.0,1.6,5.7,-0.2,7.7,-7.7,6.0,-6.0,3.0,0.548,0.375,-0.255,39.564,-1.0,-3.2,-0.073,0.008,15.47,0.8,1.7,4.2,-0.5,-0.2,1.0,2.3,4.7,-5.0,-58.0,18.0,-15.7,3.0,4.0,7.0,0.0,-10.0,37.7,-9.4,1.8,2.2,0.6,-4.9,2.0,2.5,6.5,-3.3,5.5,-5.5,-0.3,-0.7,-7.4,-2.0,-6.2,1.0
2022,64,ACC,Duke,8.0,57.0,BW,Cal St. Fullerton,17.0,1.761,1.394,13.345,14.707,-1.096,-6.902,21.609,27.2,18.4,-8.8,0.477,5.0,9.0,-4.0,16.836,6.4,-3.8,-7.1,-7.2,-3.2,-4.1,2.9,-0.5,0.5,-2.9,1.8,7.1,-1.1,3.3,-5.7,7.6,-0.2,11.9,-2.4,-6.6,6.6,2.6,-2.6,1.6,1.94,2.669,-1.342,79.108,-3.5,-1.9,0.133,-0.013,17.474,12.3,17.5,34.2,-18.6,1.18,4.0,75.0,52.8,-141.0,-176.0,-108.0,-149.7,6.0,5.0,11.0,-6.0,13.0,99.7,4.0,8.0,7.0,2.9,8.3,0.8,-5.7,3.2,3.1,-6.6,1.4,-0.4,3.2,5.8,-5.3,-2.8,1.0
2022,64,B12,Baylor,4.0,61.0,MEAC,Norfolk St.,36.0,-1.93,0.276,7.412,15.444,-0.961,-10.731,26.175,29.0,17.6,-11.4,0.514,5.0,5.0,0.0,3.472,1.4,2.7,-10.6,-6.4,-1.7,4.4,6.5,-1.2,1.2,-6.5,-2.1,2.2,3.2,0.1,0.8,-0.6,-2.6,8.5,0.9,-1.9,1.9,9.2,-9.2,0.4,0.981,1.795,-0.649,48.08,0.3,5.3,0.08,-0.009,28.567,12.0,16.3,34.1,-18.5,-1.05,1.0,64.6,52.6,-152.0,-172.0,-118.0,-162.0,10.0,8.0,18.0,-4.0,5.0,99.9,6.2,-1.3,6.5,1.2,6.4,-5.4,6.3,-0.1,2.4,3.1,2.0,9.0,0.3,2.5,0.5,-8.9,1.0
2022,64,ACC,North Carolina,29.0,36.0,BE,Marquette,32.0,-1.27,-0.515,5.965,3.27,2.464,1.226,2.043,4.3,4.9,0.6,0.059,2.0,5.0,-3.0,11.437,-0.5,3.1,2.8,-8.2,-0.8,-5.0,8.0,10.6,-10.6,-8.0,-1.3,-2.2,2.1,1.5,3.2,-3.0,-0.6,-5.8,-6.9,4.3,-4.3,-1.3,1.3,-0.9,0.388,1.052,0.503,29.14,2.5,3.8,0.063,0.03,0.546,3.6,2.1,8.0,-3.6,1.11,5.0,5.8,11.6,-11.0,27.0,-39.0,-23.3,-2.0,-2.0,-4.0,1.0,8.0,16.7,3.9,-4.5,11.1,-4.0,0.5,0.4,6.2,-7.6,-4.9,3.4,-0.1,7.3,1.4,-3.8,1.7,0.2,1.0
2022,64,WCC,Saint Mary's,20.0,45.0,B10,Indiana,29.0,-2.293,-3.467,2.11,2.206,-2.565,-2.666,4.871,0.2,-0.2,-0.4,0.003,-2.0,4.0,-6.0,16.813,1.3,2.7,-10.3,-6.2,-0.2,2.1,0.4,3.1,-3.1,-0.4,-2.3,1.2,3.6,1.2,1.8,-7.9,1.8,-6.4,-12.1,-4.3,4.3,11.4,-11.4,-3.4,-0.198,0.158,0.217,-39.736,6.8,-4.7,0.02,-0.026,-3.426,3.6,1.3,3.1,0.4,-2.22,1.0,-0.4,2.7,-19.0,-6.0,-39.0,-13.0,0.0,2.0,2.0,-1.0,10.0,21.0,-4.1,-9.4,-1.6,-2.0,-3.8,4.9,-0.5,5.3,2.4,-10.0,7.0,6.5,2.2,5.1,1.3,-11.7,1.0
2022,64,P12,UCLA,13.0,52.0,MAC,Akron,4.0,3.346,3.47,3.938,9.925,-5.346,-11.432,21.358,21.4,10.3,-11.1,0.375,1.0,3.0,-2.0,7.157,-2.2,-1.6,-10.3,3.0,-4.3,2.1,2.8,1.5,-1.5,-2.8,3.4,-2.8,-0.5,-0.4,-2.5,0.8,0.7,1.1,10.8,10.2,-10.2,-2.5,2.5,3.8,1.601,0.125,0.235,65.434,4.4,2.0,0.035,-0.054,17.399,9.4,13.1,30.9,-15.8,2.65,2.0,64.5,46.7,-117.0,-109.0,-68.0,-112.7,5.0,6.0,11.0,-5.0,5.0,99.6,-4.5,-2.8,-0.1,2.4,-2.5,-0.9,3.1,-3.3,-0.1,11.1,-2.6,0.6,0.1,-10.2,-2.8,2.8,1.0
2022,64,B12,Texas,21.0,44.0,ACC,Virginia Tech,8.0,0.727,0.19,-5.377,-2.456,-6.149,-4.999,2.543,1.3,-3.1,-4.4,0.02,-3.0,-2.0,-1.0,-0.089,-5.1,-2.2,8.6,11.6,1.2,4.5,3.8,-3.9,3.9,-3.8,0.7,-1.6,-3.3,-7.0,-0.1,0.6,-0.1,-2.1,-6.7,5.4,-5.4,3.3,-3.3,0.1,0.025,-0.902,0.528,57.884,0.6,-7.5,-0.055,-0.057,6.661,1.6,1.6,9.1,-4.7,0.61,1.0,14.6,13.8,-11.0,-21.0,15.0,-6.6,2.0,-1.0,1.0,-2.0,-1.0,7.4,-2.9,-3.8,0.5,-1.4,1.5,-2.6,-1.3,1.7,-2.4,7.5,-4.1,1.7,-6.2,-4.9,-0.4,-3.4,1.0
2022,64,B10,Purdue,12.0,53.0,Ivy,Yale,22.0,-3.668,-2.917,16.849,19.794,3.788,-0.259,20.053,23.7,22.8,-0.9,0.392,5.0,9.0,-4.0,17.343,6.9,0.7,3.6,-9.7,-1.0,-4.1,9.6,2.9,-2.9,-9.6,-3.7,5.4,-1.9,6.2,3.1,0.7,-3.0,12.5,5.1,-2.8,2.8,0.2,-0.2,-3.0,2.154,3.793,-0.12,51.071,-3.4,3.9,0.168,0.034,15.55,12.0,14.4,32.8,-15.4,1.2,2.0,54.1,48.2,-129.0,-132.0,-96.0,-134.0,8.0,5.0,13.0,-6.0,13.0,99.7,6.8,6.4,-5.0,1.5,13.7,-3.0,-0.9,-7.0,-3.8,-0.3,1.6,7.7,5.8,3.2,2.7,-0.6,1.0
2022,64,OVC,Murray St.,28.0,37.0,WCC,San Francisco,5.0,-3.182,-2.893,5.737,0.762,-2.335,2.74,-1.979,-2.6,0.2,2.8,-0.039,-3.0,4.0,-7.0,21.228,-0.2,1.1,2.7,-7.6,-1.0,2.5,5.2,-1.6,1.6,-5.2,-3.1,-0.4,1.6,0.0,1.2,-2.0,1.5,3.2,2.3,6.7,-6.7,-10.2,10.2,-2.8,-0.715,-1.439,-0.447,14.603,0.6,-3.4,0.055,-0.02,-11.261,1.9,-0.5,-3.2,3.4,-1.5,1.0,-6.3,-6.6,-1.0,13.0,-33.0,13.4,-2.0,-2.0,-4.0,0.0,11.0,15.6,-10.8,-1.0,-2.0,-1.0,-3.7,4.8,6.0,-8.9,3.4,2.1,-1.2,-1.2,0.2,-6.9,0.8,10.1,1.0
2022,64,SEC,Kentucky,5.0,60.0,MAAC,Saint Peter's,-6.0,2.302,1.366,15.651,21.44,3.084,-0.88,22.319,21.7,21.5,-0.2,0.335,4.0,8.0,-4.0,16.719,5.5,2.4,-10.3,-15.9,-4.2,-3.5,6.3,3.1,-3.1,-6.3,2.3,7.8,3.2,0.1,0.9,-3.6,-6.8,1.4,-5.4,2.2,-2.2,0.3,-0.3,1.9,0.631,1.039,-0.039,74.315,4.5,-2.0,0.159,0.023,20.155,12.5,17.0,32.8,-18.0,0.05,-3.0,68.5,50.8,-119.0,-201.0,-81.0,-119.0,9.0,5.0,14.0,-7.0,12.0,99.9,0.7,8.0,6.4,0.3,20.6,-10.2,7.4,-3.5,0.5,12.6,-0.1,4.0,0.1,-2.3,1.6,-0.4,0.0
2022,64,P12,Arizona,3.0,62.0,Horz,Wright St.,17.0,3.726,3.742,6.617,13.275,-10.829,-14.8,28.075,28.3,13.8,-14.5,0.516,1.0,11.0,-10.0,30.57,3.9,-6.8,4.0,-3.2,0.1,-0.7,3.2,1.7,-1.7,-3.2,3.7,4.3,-9.7,2.4,-1.0,5.9,0.3,15.1,5.8,-3.2,3.2,-0.3,0.3,3.8,2.481,3.262,-0.39,59.316,-2.8,-4.3,0.069,-0.113,16.013,17.2,17.4,33.9,-18.9,0.04,2.0,55.3,52.8,-189.0,-263.0,-145.0,-171.7,6.0,9.0,15.0,-12.0,21.0,100.0,-7.4,11.7,-7.9,-1.1,6.2,7.0,-5.9,-2.9,-6.6,-10.2,-12.3,2.3,1.9,3.2,-1.0,0.6,1.0
2022,64,BE,Seton Hall,30.0,35.0,B12,TCU,-27.0,1.534,1.423,2.592,0.226,-0.221,0.167,0.058,-1.0,-0.6,0.4,-0.015,-2.0,0.0,-2.0,4.167,-1.3,-2.3,-0.4,1.1,-4.1,0.1,-5.1,-3.0,3.0,5.1,1.5,-4.3,-3.1,3.0,-0.5,2.7,2.4,-14.0,-6.0,-3.6,3.6,0.3,-0.3,1.7,0.953,1.672,0.792,2.42,8.8,6.1,0.028,-0.002,-7.394,-0.8,0.7,0.1,1.6,-0.51,-1.0,-0.3,-1.5,-7.0,16.0,-4.0,-7.7,-2.0,1.0,-1.0,0.0,2.0,-0.8,3.5,1.0,-13.5,-1.1,-7.8,-1.3,-10.1,1.4,-0.8,-2.7,5.9,-0.3,3.0,4.0,0.2,-1.1,0.0
2022,64,Amer,Houston,19.0,46.0,CUSA,UAB,14.0,-4.69,-4.949,2.736,4.859,-6.441,-7.605,12.464,15.2,6.0,-9.2,0.153,2.0,4.0,-2.0,7.169,0.7,-4.4,-0.8,3.6,0.8,0.3,4.4,0.1,-0.1,-4.4,-4.6,4.5,-4.0,-4.2,-3.4,5.9,-2.3,15.3,9.5,-6.4,6.4,-5.8,5.8,-4.8,0.764,0.104,-0.466,23.544,-7.0,-0.6,0.026,-0.064,8.648,6.3,7.5,20.1,-10.9,1.82,3.0,55.4,31.0,-43.0,-23.0,-30.0,-45.0,-1.0,7.0,6.0,-4.0,6.0,90.9,6.4,2.1,1.9,1.0,4.1,-1.6,-8.2,-3.6,1.9,-4.6,0.3,-2.0,-4.2,6.2,-4.1,5.7,1.0
2022,64,B10,Illinois,14.0,51.0,SC,Chattanooga,1.0,2.672,2.44,-0.714,3.697,-1.378,-4.618,8.314,10.6,5.2,-5.4,0.157,-1.0,-3.0,2.0,-7.157,0.3,-3.3,4.7,1.1,0.7,-2.4,0.7,0.5,-0.5,-0.7,2.7,-2.2,-6.6,2.6,1.6,0.6,-1.4,11.1,-2.9,-3.4,3.4,10.8,-10.8,2.5,0.275,2.164,-0.364,33.988,-5.8,2.5,-0.006,-0.013,16.266,4.0,8.1,18.1,-7.5,-1.12,1.0,24.2,25.6,-48.0,-95.0,-7.0,-58.0,5.0,3.0,8.0,-5.0,-5.0,98.5,6.6,5.2,1.0,-0.9,4.7,-4.3,-1.1,-8.4,-9.2,0.3,-3.3,19.0,2.0,3.9,1.6,-10.7,1.0
2022,64,MWC,Colorado St.,22.0,43.0,B10,Michigan,-12.0,-1.772,-1.206,2.136,-0.048,-4.34,-0.256,0.209,-3.4,-1.4,2.0,-0.05,-2.0,7.0,-9.0,27.92,2.9,-0.4,1.5,-1.6,-2.0,3.4,-9.3,-1.1,1.1,9.3,-1.7,3.3,-0.3,1.7,-0.3,1.7,0.0,1.1,8.8,-6.7,6.7,-10.4,10.4,-0.8,-2.538,-4.097,0.591,-53.073,2.8,-2.0,0.023,-0.042,-12.023,4.1,-3.0,-7.4,4.6,-2.87,-2.0,-10.2,-12.0,-6.0,11.0,-39.0,21.3,0.0,5.0,5.0,0.0,16.0,19.0,-0.6,-1.4,2.8,-0.9,0.9,-1.3,0.0,-1.7,3.2,-6.2,-0.9,-7.3,1.7,7.5,0.3,9.1,0.0
2022,64,SEC,Tennessee,11.0,54.0,BSth,Longwood,32.0,1.513,1.121,-2.968,5.331,-7.599,-17.425,22.756,20.2,4.5,-15.7,0.356,5.0,4.0,1.0,0.216,-1.4,-4.4,-6.3,4.8,-0.2,2.8,-0.8,-2.9,2.9,0.8,1.7,0.0,-7.8,-2.8,0.1,6.9,-3.8,9.6,2.0,-3.5,3.5,4.2,-4.2,1.5,1.186,2.571,-0.688,65.452,-1.2,-3.4,-0.033,-0.078,25.407,10.3,15.5,29.4,-16.8,2.62,1.0,58.7,46.2,-118.0,-159.0,-72.0,-140.0,11.0,5.0,16.0,-4.0,3.0,99.9,1.2,2.6,-6.0,1.4,4.1,-4.8,-8.7,0.7,-1.3,1.8,-5.1,3.7,-2.4,2.9,-0.8,-4.4,1.0
2022,64,B10,Ohio St.,27.0,38.0,MVC,Loyola Chicago,13.0,-0.239,0.384,2.082,5.736,10.992,7.608,-1.872,1.6,7.2,5.6,0.008,-1.0,-5.0,4.0,-14.086,-1.5,0.9,1.6,0.8,-1.7,-4.6,3.7,-4.7,4.7,-3.7,-0.2,-1.8,-0.7,-0.7,2.5,5.2,-3.3,-7.8,5.5,3.4,-3.4,2.8,-2.8,0.6,0.489,0.238,-0.589,61.583,4.2,0.1,0.019,0.106,10.626,-0.4,0.5,5.6,-3.1,0.64,1.0,11.0,8.7,3.0,-21.0,30.0,-2.6,2.0,0.0,2.0,0.0,-9.0,8.0,3.4,-0.2,-11.8,2.7,5.2,-16.6,-1.1,0.9,8.1,20.5,-1.5,1.1,-1.1,-3.9,2.9,-2.0,1.0
2022,64,BE,Villanova,6.0,59.0,CAA,Delaware,20.0,-3.556,-4.084,5.679,11.101,-5.144,-10.726,21.828,20.5,10.3,-10.2,0.337,0.0,5.0,-5.0,15.152,-1.5,-1.8,-4.1,-4.2,-2.9,0.3,4.1,3.2,-3.2,-4.1,-3.5,-3.9,0.7,0.9,-3.9,-2.8,2.9,0.9,5.0,-7.8,7.8,-7.4,7.4,-4.0,0.182,-1.067,0.313,55.611,8.1,-1.2,0.055,-0.051,19.251,12.9,16.6,28.0,-12.4,-1.19,4.0,39.4,40.4,-129.0,-148.0,-99.0,-138.0,7.0,9.0,16.0,-6.0,10.0,99.8,-6.1,-3.2,4.3,1.0,-4.1,-4.9,4.0,-8.4,-6.6,-3.2,-1.1,2.2,1.4,8.1,-4.6,6.2,1.0
2022,64,B12,Kansas,2.0,63.0,SWAC,Texas Southern,27.0,0.294,1.477,12.228,21.247,2.816,-5.578,26.824,29.0,23.3,-5.7,0.501,4.0,10.0,-6.0,22.353,5.4,2.0,0.1,-6.5,-3.6,1.0,-0.4,-0.7,0.7,0.4,0.2,5.3,2.7,3.8,0.6,-2.9,1.6,11.6,0.6,-2.4,2.4,1.6,-1.6,1.4,0.133,-0.289,-0.731,61.853,5.3,5.1,0.123,0.028,24.46,17.2,20.9,34.4,-21.7,1.47,6.0,79.3,56.1,-191.0,-171.0,-149.0,-186.3,11.0,8.0,19.0,-7.0,16.0,99.9,0.3,2.5,-3.2,-0.6,6.8,-0.5,5.5,-1.8,2.0,-1.6,-2.2,2.6,4.7,2.2,-0.6,-0.8,1.0
2022,64,MWC,San Diego St.,31.0,34.0,BE,Creighton,-3.0,-2.853,-1.611,-0.983,-1.482,-8.244,-6.165,4.682,3.1,-2.8,-5.9,0.062,-2.0,1.0,-3.0,7.527,-2.1,-0.9,5.3,10.3,-1.2,6.2,1.0,1.4,-1.4,-1.0,-2.9,-7.3,-0.4,5.1,-1.3,3.8,-1.0,-1.4,6.2,7.4,-7.4,-4.6,4.6,-1.7,-0.966,-1.007,1.162,-35.986,-3.4,-5.0,-0.013,-0.084,-3.577,0.7,2.0,4.6,-1.8,0.58,-1.0,5.6,6.4,-30.0,16.0,-12.0,-28.0,-2.0,1.0,-1.0,-1.0,4.0,9.7,-0.2,-3.6,4.1,-1.2,-4.6,-4.0,2.9,-1.1,-3.0,11.4,-4.0,-3.4,4.6,-7.3,-1.7,4.6,0.0
2022,64,B10,Iowa,18.0,47.0,A10,Richmond,-4.0,2.844,2.734,12.59,12.402,0.738,-1.3,13.702,15.1,13.4,-1.7,0.206,0.0,3.0,-3.0,8.571,2.1,-0.7,-0.5,2.7,-1.5,0.4,9.8,-3.0,3.0,-9.8,2.9,0.4,0.0,3.0,-1.4,5.3,-2.1,-3.5,6.2,2.8,-2.8,-0.8,0.8,3.0,0.828,0.123,-0.942,28.142,2.4,-1.7,0.126,0.001,8.588,6.2,9.1,22.6,-11.6,3.25,-1.0,48.3,34.2,-67.0,-55.0,-35.0,-64.0,3.0,2.0,5.0,-1.0,6.0,98.9,-2.4,5.5,-4.9,0.6,-0.6,1.0,-4.7,4.6,1.7,1.3,2.3,-4.8,3.4,-2.3,-1.6,0.2,0.0
2022,64,BE,Providence,15.0,50.0,Sum,South Dakota St.,9.0,-5.462,-4.208,-12.911,-4.834,-4.143,-7.271,2.437,3.7,-3.4,-7.1,0.074,-2.0,-3.0,1.0,-4.167,-9.4,-4.8,3.3,5.0,2.0,0.0,6.5,-3.8,3.8,-6.5,-5.4,-6.7,-4.0,-9.9,-4.0,3.6,2.8,6.7,2.6,-3.8,3.8,5.3,-5.3,-4.2,1.032,1.507,0.675,41.425,-3.4,-3.2,-0.125,-0.043,14.765,4.5,3.0,3.2,3.7,-3.02,2.0,-1.1,-0.5,-33.0,-101.0,-6.0,-26.7,5.0,7.0,12.0,-2.0,-4.0,96.1,0.5,1.7,-10.0,2.1,-7.0,-1.3,-4.2,5.7,-7.7,-2.2,-4.0,-0.5,-9.3,3.5,-5.2,-5.2,1.0
2022,64,SEC,LSU,23.0,42.0,B12,Iowa St.,-5.0,3.484,2.572,4.517,3.258,-3.231,-1.878,5.136,3.3,2.7,-0.6,0.042,1.0,2.0,-1.0,4.167,-0.4,-3.3,4.9,2.2,0.0,0.8,5.5,-2.7,2.7,-5.5,3.4,-0.4,-3.0,-0.2,-1.6,5.3,-2.5,-11.4,1.7,2.8,-2.8,-8.4,8.4,2.5,1.098,0.752,-0.999,25.278,4.8,-2.9,0.048,-0.036,-6.205,-0.5,5.1,8.5,-4.9,0.17,-2.0,16.5,13.4,-31.0,8.0,-16.0,-35.3,-3.0,4.0,1.0,1.0,3.0,22.5,8.3,2.7,-8.2,2.2,-2.1,8.1,-6.2,5.0,-2.4,-5.1,-10.3,-13.6,0.1,-2.9,-0.7,8.5,0.0
2022,64,B10,Wisconsin,10.0,55.0,Pat,Colgate,7.0,-0.545,-0.79,-5.833,2.122,-0.364,-9.245,11.367,13.5,3.7,-9.8,0.287,-2.0,2.0,-4.0,10.753,-7.7,0.4,5.5,3.4,-4.2,0.7,-0.7,0.8,-0.8,0.7,-0.5,-3.8,1.7,-8.9,-1.4,-1.8,0.5,-17.7,-7.0,6.0,-6.0,2.2,-2.2,-0.7,1.289,1.777,-0.951,62.178,4.9,0.9,-0.057,-0.004,22.099,12.6,8.3,12.8,-2.5,-1.57,1.0,7.1,15.3,-104.0,-192.0,-72.0,-93.0,9.0,6.0,15.0,-7.0,6.0,99.6,-8.6,2.5,-3.9,2.3,5.3,-11.9,2.9,-2.5,-1.3,17.9,1.3,4.5,-9.7,-6.0,-1.2,-2.0,1.0
2022,64,P12,USC,26.0,39.0,ACC,Miami FL,-2.0,-0.075,-1.256,-3.804,-4.283,-8.02,-6.113,1.829,-0.4,-5.0,-4.6,0.003,0.0,3.0,-3.0,9.091,-3.1,-8.7,2.0,1.7,3.5,-5.6,10.4,3.1,-3.1,-10.4,-0.1,-4.8,-12.3,0.1,-1.5,2.7,-0.3,2.0,-6.6,3.9,-3.9,4.9,-4.9,-1.4,2.403,1.454,-0.305,-6.195,-7.7,2.2,-0.036,-0.078,-3.246,1.5,1.9,7.9,-2.8,0.59,-3.0,7.9,10.7,-27.0,-1.0,-9.0,-24.0,0.0,0.0,0.0,-1.0,6.0,22.7,0.8,1.3,3.2,-2.6,-6.2,-2.0,-13.8,-3.2,0.2,5.5,-3.2,7.5,1.8,-3.4,-1.3,-4.4,0.0
2022,64,SEC,Auburn,7.0,58.0,ASun,Jacksonville St.,19.0,5.237,4.904,1.709,8.277,-7.583,-13.934,22.212,20.8,8.7,-12.1,0.369,3.0,8.0,-5.0,18.858,-3.9,-3.9,-0.6,13.7,-3.3,3.6,4.9,-3.1,3.1,-4.9,5.2,0.1,-4.8,-6.2,-1.3,11.7,1.8,-1.9,-4.3,2.8,-2.8,8.6,-8.6,4.8,1.002,2.237,-1.198,55.343,5.0,-4.5,0.026,-0.07,16.859,12.6,16.3,29.7,-18.4,1.94,1.0,78.1,48.1,-132.0,-202.0,-119.0,-129.0,8.0,6.0,14.0,-7.0,13.0,99.8,-0.1,5.7,-12.2,0.3,2.3,0.4,-1.9,5.4,-1.8,2.5,-8.8,3.3,-6.2,-2.9,-1.7,-8.7,1.0
